Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
ProblemDrinker,US,0,0,24.161.33.72,cpe-24-161-33-72.hvc.res.rr.com,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows 7  [workstation],0,0
prokopokop2,CZ,303,9,217.31.58.157,217.31.58.157,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
propsy,CZ,106,4,93.185.107.183,93.185.107.183,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Protoneuron,US,23,20,129.2.40.197,physics-197.umd.edu,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Darwin Power Macintosh,0,0
proxelsusexitnode,DE,100,94,85.214.125.252,85.214.125.252,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
prt,RU,0,0,217.71.227.178,217.71.227.178,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
PrudentFunk,FI,2,0,82.181.82.150,cs181082150.pp.htv.fi,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
puertasecreta,DE,689,35,88.198.130.212,puerta.secreta.resistancenetworks.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
PutinMustDie,RU,109,0,95.26.170.67,95-26-170-67.broadband.corbina.ru,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
PwNibulikvps83,CZ,10,77,188.92.9.214,novakm.speednet.cz,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.25 on Linux i686,0,0
Q617,SE,297,8,85.228.215.67,c-43d7e455.04-327-73746f2.cust.bredbandsbolaget.se,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
q867401q,US,0,0,64.22.71.226,li15-226.members.linode.com,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.1.2.19 on Linux i686,1,0
qbert,US,3,4,68.60.101.244,c-68-60-101-244.hsd1.mi.comcast.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows XP Service Pack 3 [workstation],0,0
qcipher,US,19,4,68.114.232.221,68-114-232-221.dhcp.fdul.wi.charter.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on FreeBSD i386,0,0
QLEnDGKmay,RU,0,0,62.109.12.37,waterlily.ip.uusia.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.0.35 on Linux x86_64,0,0
QuadDel,DE,8,0,79.217.17.238,p4FD911EE.dip0.t-ipconnect.de,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.25 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
Quatsch,DE,53,0,93.219.155.150,p5DDB9B96.dip.t-dialin.net,60050,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
Quenelle,FR,33,0,88.165.25.33,xbn44-4-88-165-25-33.fbx.proxad.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [workstation] {terminal services- single user},0,0
quengho,FR,0,0,82.229.219.5,cac94-5-82-229-219-5.fbx.proxad.net,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
qwerty,EE,71,1,80.79.126.30,80.79.126.30,80,None,0,1,1,1,0,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
Qwerty,DK,813,66,93.167.245.178,93.167.245.178,9001,9030,0,1,1,1,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
qwerty12345,NL,2,3,83.86.0.251,535600FB.cable.casema.nl,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
rabeldirabeldiknoll,DE,1,36,87.78.98.152,static-87-78-98-152.netcologne.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on Linux i686,0,0
rack,PL,7,31,85.222.42.175,85-222-42-175.home.aster.pl,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
ragnarok,AU,0,84,138.25.13.219,dhcp-13-219.it.uts.edu.au,21,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
rainNode1,US,2,84,209.20.91.3,209-20-91-3.slicehost.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
random,PT,28,1,193.136.164.200,random.rnl.ist.utl.pt,31901,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
randomnoize,RU,90,1,93.100.254.37,93.100.254.37,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
RandomRouter,LV,97,4,62.84.18.72,62.84.18.72,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.22 on OpenBSD i386,0,0
RankaLee,US,306,7,76.73.27.154,ranka.ctgameinfo.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
ranoktorrelay,US,6,86,76.79.78.26,imountain.com,5090,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
RatatoskNew,SE,37,0,217.208.128.125,h125n1-sde-d2.ias.bredband.telia.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
ratatouille,US,98,64,205.168.84.133,205.168.84.133,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.25 on Linux i686,0,0
rathergonaked,DE,157,0,93.222.207.25,p5DDECF19.dip.t-dialin.net,9002,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
rationalist,DE,463,22,87.106.249.248,87.106.249.248,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
Ratu,US,3,0,71.238.149.111,c-71-238-149-111.hsd1.mi.comcast.net,443,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.21 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
raumquantenmotor,AT,41,12,78.41.115.221,78.41.115.221,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.0.35 on Linux x86_64,0,0
RaysTorServer,DE,62,107,84.38.64.114,84.38.64.114,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
RazorsEdge,US,95,4,209.250.2.254,tor-proxy.razorsedge.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
rbdarknet,DE,759,91,78.46.98.198,rootboard.org,9091,9031,0,0,1,1,1,1,1,1,1,Tor 0.2.1.25 on Linux x86_64,0,0
ReactorRelay,UA,76,1,91.90.22.82,reactor-xg.kiev.ua,22,110,0,1,1,0,1,0,1,1,1,Tor 0.2.2.16-alpha (git-61e0079ab25db6c3) on FreeBSD amd64,0,0
RealitySink,DE,49,2,81.169.175.227,realitysink.com,9090,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
reaver277,CA,18,0,70.50.196.21,bas1-clarkson16-1177732117.dsl.bell.ca,1443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
redbus,DE,391,5,94.103.170.237,redbus.privateshell.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
RedempTOR,CZ,215,16,213.220.233.230,ip-213-220-233-230.net.upcbroadband.cz,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux x86_64,0,0
redpineapple,US,768,4,192.26.10.191,dmz-10-191.gallaudet.edu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
ReforgedAsAnduril,US,6,9,66.157.109.9,adsl-157-109-9.clt.bellsouth.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
reinbeck,DE,458,9,62.75.162.230,vs162230.vserver.de,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
RelayOfDoom,US,8,0,108.27.16.5,pool-108-27-16-5.nycmny.fios.verizon.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Darwin i386,0,0
RelayP4,US,25,0,68.191.44.98,68-191-44-98.dhcp.nwtn.ct.charter.com,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
relayzurich,CH,1196,307,77.109.136.158,77.109.136.158,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.20 on FreeBSD amd64,0,0
renard,FR,26,150,212.85.155.2,renard.vms.lost-oasis.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.25 on Linux x86_64,0,0
Researcher,US,6,11,74.74.95.251,cpe-74-74-95-251.stny.res.rr.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
ResisTor,DE,4,0,62.226.39.89,p3EE22759.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
reson338,GB,0,3,109.74.198.73,reson.cabbage.org.uk,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,1,0
restlaufzeit,DE,1064,8,88.198.34.34,static.88-198-34-34.clients.your-server.de,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.0.35 on Linux x86_64,0,0
retardopus,US,55,109,72.52.104.250,72.52.104.250,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
revo,US,5,6,174.26.158.61,174-26-158-61.phnx.qwest.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on FreeBSD i386,0,0
rfc822,DE,486,64,195.71.68.84,anonymizer.zz.de,4712,None,0,0,1,1,0,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
Ric,SE,0,0,83.226.108.99,ua-83-226-108-99.cust.bredbandsbolaget.se,8080,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.20 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
ridcully,DE,47,1,188.40.99.69,ridcully.episode-iv.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
riqochet,DE,182,7,81.169.182.71,riqochet.org,59121,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
rittervg,US,25,36,97.107.139.108,li100-108.members.linode.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
Riviera,US,2,0,75.60.29.35,adsl-75-60-29-35.dsl.pltn13.sbcglobal.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [workstation] {personal} {terminal services- single user},0,0
rizzle,US,7,8,65.184.113.31,cpe-065-184-113-031.sc.res.rr.com,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.0.34 (r18423) on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
RMLAnonSrv1,CH,74,1,77.58.141.229,77-58-141-229.dclient.hispeed.ch,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
RMLAnonSrv2,CH,90,3,84.73.189.203,84-73-189-203.dclient.hispeed.ch,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
RMLAnonSrv3,CH,3,0,84.72.167.67,84-72-167-67.dclient.hispeed.ch,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
RMP,MY,18,4,124.217.239.196,124.217.239.196,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.16-alpha (git-61e0079ab25db6c3) on Linux x86_64,0,0
rna,US,7,2,70.232.165.29,adsl-70-232-165-29.dsl.emhril.sbcglobal.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on OpenBSD i386,0,0
RobertOfLocksley,DE,2,0,93.211.131.86,p5DD38356.dip0.t-ipconnect.de,443,None,0,1,0,0,1,0,1,1,0,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
Rodomonte,BG,3,0,78.130.140.131,78-130-140-131-cnc.pc-link.net,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.21 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
Rognog,GB,53,5,86.16.21.99,cpc4-with5-2-0-cust354.1-4.cable.virginmedia.com,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
rollerz,US,6,8,96.10.98.126,rrcs-96-10-98-126.se.biz.rr.com,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
rollmops,BE,5,0,109.130.41.133,109.130.41.133,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.0.34 (r18423) on Linux ppc64,0,0
Roo8Peik,US,5726,10,76.73.41.180,.,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux x86_64,0,0
Rothbard,US,26,2,99.30.172.34,adsl-99-30-172-34.dsl.sfldmi.sbcglobal.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
RottenToTheCore,US,335,2,206.221.217.246,mail.appleeater.com,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
rottor1,DE,1,0,87.185.203.18,p57B9CB12.dip.t-dialin.net,9002,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
route0,US,10,74,74.207.231.186,notespace.org,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.0.35 on Linux i686,0,0
rovh,FR,174,12,87.98.158.137,rovh.kim-minh.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
RoxSoft,GB,31,0,80.177.246.35,no-dns-yet.demon.co.uk,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.0.34 (r18423) on Linux x86_64,0,0
RPOGX4403,US,8,17,173.23.71.206,173-23-71-206.client.mchsi.com,443,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Windows 2000 Service Pack 4 [workstation],0,0
rRrrRrrRr,US,98,9,65.18.168.216,top.thimblesoft.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.0.32 (r17346) on Linux i686,0,0
rsquarersharp,TH,2,0,27.130.57.7,mx-ll-27.130.57-7.dynamic.3bb.co.th,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
rszks4u3rl3tk9,DE,5,0,77.185.232.13,brln-4db9e80d.pool.mediaWays.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
ru2x4tornode,RU,93,0,92.241.190.35,92.241.190.35,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
rueckgrat,DE,1836,19,91.143.90.155,tor.rueckgr.at,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
Runaz,DE,40,5,95.91.226.105,95-91-226-105-dynip.superkabel.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Runaz2,DE,1088,1,84.19.185.107,anonymous.bruzzzla.de,8080,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
rustor,RU,10,0,94.241.207.245,line245-80.adsl.kirov.ru,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
rutabagatrousers,US,2,0,98.249.6.137,c-98-249-6-137.hsd1.va.comcast.net,444,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
rv53jcv7u7G77o9T,US,86,10,206.222.28.93,5d.1c.de.static.xlhost.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
rvbob,FR,0,0,90.32.147.102,ARennes-256-1-68-102.w90-32.abo.wanadoo.fr,443,9030,0,1,0,0,1,0,1,1,1,Tor 0.2.1.22 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
rwtor,PL,0,3,77.65.144.81,host-81-144-solna.igloonet.pl,2005,None,0,1,0,0,1,1,1,1,0,Tor 0.2.3.0-alpha-dev (git-83f9667fe804a627) on OpenBSD i386,0,0
rwxrwxrwx,DE,118,74,78.111.75.190,vps-1007189-2137.united-hoster.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
saberrider2008,DE,5,0,88.130.165.87,i5882A557.versanet.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
saladin,NL,19,2,94.208.4.106,5ED0046A.cm-7-1a.dynamic.ziggo.nl,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows Vista Service Pack 2 [workstation],0,0
salottisipuli,FI,2,14,83.145.241.231,nblzone-241-231.nblnetworks.fi,53280,None,0,0,1,0,1,1,1,1,0,Tor 0.2.0.35 on Linux i586,0,0
salvator,DE,681,100,212.112.242.89,anon-tor-proxy.erfassungsschutz.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
samir,IR,0,0,91.99.147.219,91.99.147.219.parsonline.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
samo,HR,0,0,88.207.9.133,dh207-9-133.xnet.hr,443,9030,0,1,0,0,1,0,1,1,1,Tor 0.2.1.25 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,1
SamuelVimes,NL,10,9,80.127.180.65,a80-127-180-65.adsl.xs4all.nl,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Darwin i386,0,0
SamuraiPizzaCat,US,792,9,173.208.164.18,173.208.164.18,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
sandvine,US,1259,23,69.241.40.20,69.241.40.20,8888,8889,0,0,1,1,1,1,1,1,1,Tor 0.2.2.14-alpha (git-06a79233c57393bc) on Linux i686,0,0
savide,DE,7,0,212.43.82.248,212.43.82.248,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
sbf7o8fc6,US,3,157,206.124.142.226,dark.omnifarious.org,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.22 on Linux i686,0,0
sbreiz22,FR,8,0,87.89.133.218,i02m-87-89-133-218.d4.club-internet.fr,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows 7  [workstation],0,0
SCggHJTyWbtzDA9YZi,AT,13,2,78.142.175.70,torero.30hd.org,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
schaeublesdelight,DE,5,0,77.3.33.62,stgt-4d03213e.pool.mediaWays.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
schuuuuuuuuulz,DE,89,135,81.169.188.235,prudence.kernel.de,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Schweppes,US,60,0,66.79.163.180,66.79.163.180,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.20 on Linux i686,0,0
sdhg444tgsd,NL,8,4,83.82.56.202,535238CA.cable.casema.nl,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
SDRu8DxSy86,GB,8,0,80.68.89.182,asgard.svector.co.uk,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
Sealand,CZ,76,5,62.209.250.10,62.209.250.10,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.0.35 on Linux i686,0,0
SEC,NL,3393,99,192.42.113.248,anonymous.sec.nl,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on SunOS i86pc,0,0
secitectornode,DE,2,15,78.46.135.209,earth.secitec.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
secretasianman,US,3,27,66.92.162.60,dsl092-162-060.wdc2.dsl.speakeasy.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on OpenBSD i386,0,0
section9,US,11,40,69.164.220.171,li135-171.members.linode.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
section99,US,10,18,67.207.136.94,67-207-136-94.slicehost.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.22 on Linux x86_64,0,0
SeriousMoose,FR,913,1,87.98.216.191,argon.mrothe.de,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
server,DE,1,0,85.179.45.149,e179045149.adsl.alicedsl.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
servicePublic,FR,571,8,188.165.47.11,188-165-47-11.ovh.net,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
severin,US,20,29,209.20.84.99,severin.jamespeel.net,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
shadow,US,2,10,24.165.203.54,cpe-24-165-203-54.neo.res.rr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on FreeBSD i386,0,0
Shadowcraft,CA,0,0,70.68.166.101,S0106001217d8177c.vf.shawcable.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
Shaft,CA,1,0,76.74.206.135,H135.C206.cci.switchworks.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.19 on Windows XP Service Pack 2 [workstation] {terminal services- single user},0,0
shallot,US,52,17,67.186.134.114,c-67-186-134-114.hsd1.ma.comcast.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.19 on Linux i686,0,0
shallot,CA,14,7,76.10.190.194,76-10-190-194.dsl.teksavvy.com,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
Shaman0,MN,4096,29,180.149.96.69,180.149.96.69,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.1.25 on Linux x86_64,0,0
shammat,US,65,37,66.112.97.51,66-112-97-51.stat.centurytel.net,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
ShardsOfNarsil,US,7,9,75.181.168.19,cpe-075-181-168-019.carolina.res.rr.com,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
shareu,HK,9,9,114.142.154.166,static-ip-166-154-142-114.rev.dyxnet.com,443,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.25 on Windows Server 2003 Service Pack 2 [server] {enterprise} {terminal services- single user} {terminal services},0,0
Sharpedon,GR,39,3,77.49.129.13,77.49.129.13.dsl.dyn.forthnet.gr,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Shaw,FR,50,9,80.67.176.111,reverse-111.fdn.fr,9010,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i586,0,0
shawnthesheep,DE,85,7,188.40.33.217,anon-proxy.thequod.de,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.16-alpha (git-04ed53b25b260ea7) on Linux i686,0,0
shelob,US,13,8,209.94.89.116,116.89.94.209.static.amigo.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
shiezer123gk,LU,44,7,212.117.162.104,ip-212-117-162-104.server.lu,9487,None,0,0,1,1,1,1,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
shiven,DE,125,1,188.40.126.20,shiven.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
shoko,US,90,143,184.73.53.5,ec2-184-73-53-5.compute-1.amazonaws.com,9031,9030,0,0,1,1,1,0,1,1,1,Tor 0.2.1.22 on Windows Server 2003 Service Pack 2 [server] {datacenter} {enterprise} {terminal services- single user} {terminal services},0,0
si,RU,64,4,85.113.147.212,85.113.147.212,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.25 on FreeBSD i386,0,0
siasl,US,10,54,69.164.214.178,li129-178.members.linode.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
SickDick,DE,5,0,85.179.144.197,e179144197.adsl.alicedsl.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
sidaa,US,8,0,75.72.3.96,c-75-72-3-96.hsd1.mn.comcast.net,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
siedepunkt,DE,45,59,84.19.167.119,dns.siedepunkt.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
SiLLiUM,DE,3,23,83.171.175.119,DSL01.83.171.175.119.ip-pool.NEFkom.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on NetBSD i386,0,0
simbaTOR,RU,1,0,91.77.83.42,ppp91-77-83-42.pppoe.mtu-net.ru,9075,9076,0,0,0,0,1,0,1,1,1,Tor 0.2.1.26 on FreeBSD amd64,0,0
singlenode,DE,17,0,95.116.116.82,frnk-5f747452.pool.mediaWays.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
singulicity,US,22,9,173.212.200.141,173-212-200-141.hostnoc.net,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
skatefish,CR,10,246,200.122.160.25,200.122.160.25,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.22 on Linux i686,0,0
skyking,GB,9,16,109.74.202.54,109.74.202.54,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux i686,0,0
skymringsvandrer,NO,12,2,85.89.21.42,85-89-21.42.3p.ntebredband.no,1443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.19 on Windows 'Longhorn' Service Pack 2 [workstation] {terminal services- single user},0,0
